# Force and moment coefficients
# dragDir     : (9.961909e-01 0.000000e+00 8.719920e-02)
# sideDir     : (0.000000e+00 1.000000e+00 -0.000000e+00)
# liftDir     : (-8.719920e-02 0.000000e+00 9.961909e-01)
# rollAxis    : (9.961909e-01 0.000000e+00 8.719920e-02)
# pitchAxis   : (0.000000e+00 1.000000e+00 -0.000000e+00)
# yawAxis     : (-8.719920e-02 0.000000e+00 9.961909e-01)
# magUInf     : 3.000000e+01
# lRef        : 2.077000e-01
# Aref        : 1.200000e-01
# CofR        : (5.000000e-02 -3.000000e-01 0.000000e+00)
#
# Time        	Cd            	Cd(f)         	Cd(r)         	Cl            	Cl(f)         	Cl(r)         	CmPitch       	CmRoll        	CmYaw         	Cs            	Cs(f)         	Cs(r)         
1             	4.215789e+00	6.008671e+00	-1.792883e+00	1.409357e+01	-8.931565e-01	1.498672e+01	-7.939940e+00	3.900777e+00	-1.259478e+00	-9.837718e-02	-1.308666e+00	1.210289e+00
2             	2.706355e+00	3.994630e+00	-1.288275e+00	9.833315e+00	-2.074907e-01	1.004081e+01	-5.124148e+00	2.641453e+00	-7.804942e-01	-6.676379e-02	-8.138761e-01	7.471123e-01
3             	-2.236382e-01	-1.516326e-01	-7.200561e-02	-1.097046e-01	3.623010e-01	-4.720055e-01	4.171533e-01	-3.981350e-02	6.558430e-02	-1.245808e-02	5.935526e-02	-7.181334e-02
4             	-2.003214e+00	-2.781719e+00	7.785049e-01	-6.521957e+00	5.245584e-01	-7.046516e+00	3.785537e+00	-1.780112e+00	5.786789e-01	2.256810e-02	5.899629e-01	-5.673948e-01
5             	-1.699825e+00	-2.504200e+00	8.043747e-01	-5.961323e+00	2.518771e-01	-6.213200e+00	3.232539e+00	-1.654287e+00	4.905214e-01	2.180228e-02	5.014225e-01	-4.796202e-01
6             	-1.164745e-01	-3.269420e-01	2.104676e-01	-8.186150e-01	-1.349815e-01	-6.836336e-01	2.743261e-01	-2.687048e-01	3.196363e-02	-5.318910e-04	3.169768e-02	-3.222957e-02
7             	1.110533e+00	1.461976e+00	-3.514431e-01	3.468117e+00	-2.911731e-01	3.759290e+00	-2.025231e+00	9.067096e-01	-3.227274e-01	-1.979038e-02	-3.326226e-01	3.128322e-01
8             	1.138051e+00	1.597330e+00	-4.592789e-01	3.824259e+00	-1.469779e-01	3.971236e+00	-2.059107e+00	1.028304e+00	-3.280824e-01	-2.171694e-02	-3.389409e-01	3.172239e-01
9             	2.010095e-01	2.887928e-01	-8.778326e-02	7.572999e-01	1.150164e-01	6.422836e-01	-2.636336e-01	1.882880e-01	-4.762926e-02	-9.165363e-03	-5.221194e-02	4.304658e-02
10            	-5.707032e-01	-8.589052e-01	2.882020e-01	-1.920406e+00	2.396594e-01	-2.160065e+00	1.199862e+00	-5.735536e-01	1.831561e-01	1.931183e-03	1.841217e-01	-1.821905e-01
11            	-6.487181e-01	-1.014504e+00	3.657861e-01	-2.283304e+00	1.603625e-01	-2.443666e+00	1.302014e+00	-6.901451e-01	2.021764e-01	2.754819e-03	2.035538e-01	-2.007990e-01
12            	-1.283422e-01	-2.596438e-01	1.313016e-01	-5.438943e-01	-1.938332e-02	-5.245110e-01	2.525638e-01	-1.954727e-01	3.745734e-02	-5.141968e-03	3.488636e-02	-4.002833e-02
13            	3.477203e-01	4.590288e-01	-1.113085e-01	1.117581e+00	-1.160877e-01	1.233668e+00	-6.748780e-01	2.851687e-01	-1.097779e-01	-1.213316e-02	-1.158445e-01	1.037113e-01
14            	4.241956e-01	5.931478e-01	-1.689522e-01	1.418699e+00	-7.807821e-02	1.496777e+00	-7.874276e-01	3.810500e-01	-1.302778e-01	-1.262787e-02	-1.365917e-01	1.239638e-01
15            	1.318801e-01	1.568286e-01	-2.494852e-02	4.146239e-01	3.595960e-02	3.786643e-01	-1.713524e-01	9.088856e-02	-3.381477e-02	-7.619989e-03	-3.762476e-02	3.000477e-02
16            	-1.473238e-01	-2.762789e-01	1.289551e-01	-5.704565e-01	1.033880e-01	-6.738445e-01	3.886163e-01	-2.026170e-01	5.609657e-02	-3.358731e-03	5.441720e-02	-5.777594e-02
17            	-1.907974e-01	-3.513359e-01	1.605385e-01	-7.350694e-01	7.510217e-02	-8.101716e-01	4.426369e-01	-2.559372e-01	6.719467e-02	-3.214938e-03	6.558720e-02	-6.880214e-02
18            	-3.666331e-02	-1.135362e-01	7.687290e-02	-1.955179e-01	-9.052756e-05	-1.954273e-01	9.766841e-02	-9.520455e-02	1.367655e-02	-6.073310e-03	1.063990e-02	-1.671321e-02
19            	1.176449e-01	1.306984e-01	-1.305352e-02	3.510267e-01	-4.586249e-02	3.968892e-01	-2.213759e-01	7.187596e-02	-3.749286e-02	-8.559147e-03	-4.177244e-02	3.321329e-02
20            	1.441071e-01	1.735042e-01	-2.939712e-02	4.392823e-01	-3.466332e-02	4.739456e-01	-2.543045e-01	1.014507e-01	-4.393659e-02	-8.533317e-03	-4.820325e-02	3.966993e-02
21            	6.292482e-02	4.248555e-02	2.043926e-02	1.409527e-01	5.692654e-03	1.352600e-01	-6.478368e-02	1.102314e-02	-1.414351e-02	-6.769801e-03	-1.752841e-02	1.075861e-02
22            	-2.305433e-02	-9.756758e-02	7.451325e-02	-1.713373e-01	3.080730e-02	-2.021446e-01	1.164759e-01	-8.604041e-02	1.546530e-02	-5.316269e-03	1.280717e-02	-1.812344e-02
23            	-3.966843e-02	-1.213101e-01	8.164167e-02	-2.205478e-01	2.222488e-02	-2.427727e-01	1.324988e-01	-1.014759e-01	1.934983e-02	-5.347290e-03	1.667618e-02	-2.202347e-02
24            	4.100277e-03	-4.641292e-02	5.051319e-02	-5.440856e-02	-5.884558e-03	-4.852400e-02	2.131972e-02	-4.846306e-02	2.344557e-03	-6.309000e-03	-8.099432e-04	-5.499057e-03
25            	5.060274e-02	3.114361e-02	1.945913e-02	1.090942e-01	-2.639234e-02	1.354865e-01	-8.093942e-02	5.842236e-03	-1.418057e-02	-7.127714e-03	-1.774443e-02	1.061672e-02
26            	6.007701e-02	4.506371e-02	1.501330e-02	1.338990e-01	-2.500789e-02	1.589069e-01	-9.195737e-02	1.502520e-02	-1.624931e-02	-7.087396e-03	-1.979301e-02	1.270561e-02
27            	3.686493e-02	4.924311e-03	3.194062e-02	4.385584e-02	-1.157214e-02	5.542798e-02	-3.350006e-02	-1.350815e-02	-6.660804e-03	-6.490279e-03	-9.905944e-03	3.415664e-03
28            	1.101585e-02	-3.825506e-02	4.927091e-02	-5.072305e-02	-3.865786e-03	-4.685727e-02	2.149574e-02	-4.376298e-02	2.861373e-03	-5.977142e-03	-1.271984e-04	-5.849944e-03
29            	5.209956e-03	-4.543649e-02	5.064644e-02	-6.847636e-02	-9.123756e-03	-5.935260e-02	2.511442e-02	-4.804147e-02	4.136925e-03	-5.956664e-03	1.158593e-03	-7.115257e-03
30            	1.742788e-02	-2.159985e-02	3.902773e-02	-2.207482e-02	-2.137884e-02	-6.959788e-04	-1.034143e-02	-3.031379e-02	-1.255680e-03	-6.276817e-03	-4.394088e-03	-1.882729e-03
31            	3.140001e-02	4.739261e-03	2.666075e-02	2.790139e-02	-2.987830e-02	5.777969e-02	-4.382900e-02	-1.096075e-02	-6.672339e-03	-6.586353e-03	-9.965516e-03	3.379163e-03
32            	3.446351e-02	1.120126e-02	2.326225e-02	3.572506e-02	-3.022080e-02	6.594585e-02	-4.808332e-02	-6.030495e-03	-7.415411e-03	-6.622222e-03	-1.072652e-02	4.104300e-03
33            	2.762311e-02	8.666746e-04	2.675643e-02	8.737491e-03	-2.607693e-02	3.481443e-02	-3.044568e-02	-1.294488e-02	-4.450548e-03	-6.452249e-03	-7.676673e-03	1.224423e-03
34            	1.957196e-02	-1.067938e-02	3.025133e-02	-2.008953e-02	-2.372829e-02	3.638763e-03	-1.368353e-02	-2.046536e-02	-1.500781e-03	-6.261755e-03	-4.631659e-03	-1.630096e-03
35            	1.729807e-02	-1.110441e-02	2.840248e-02	-2.556524e-02	-2.566762e-02	1.023765e-04	-1.288500e-02	-1.975344e-02	-1.219733e-03	-6.227201e-03	-4.333333e-03	-1.893868e-03
36            	2.066839e-02	-1.163035e-03	2.183143e-02	-1.002458e-02	-2.969902e-02	1.967444e-02	-2.468673e-02	-1.149723e-02	-3.186110e-03	-6.332820e-03	-6.352520e-03	1.969936e-05
37            	2.498466e-02	1.006761e-02	1.491704e-02	8.323563e-03	-3.204512e-02	4.036868e-02	-3.620690e-02	-2.424713e-03	-5.234633e-03	-6.485550e-03	-8.477408e-03	1.991858e-03
38            	2.627895e-02	1.499671e-02	1.128224e-02	1.488236e-02	-3.121644e-02	4.609880e-02	-3.865762e-02	1.857234e-03	-5.764799e-03	-6.573460e-03	-9.051529e-03	2.478069e-03
39            	2.459260e-02	1.437264e-02	1.021995e-02	1.124507e-02	-2.853842e-02	3.978349e-02	-3.416096e-02	2.076346e-03	-5.056970e-03	-6.578960e-03	-8.346450e-03	1.767490e-03
40            	2.242570e-02	1.300388e-02	9.421820e-03	7.136874e-03	-2.627026e-02	3.340713e-02	-2.983870e-02	1.791031e-03	-4.320392e-03	-6.542331e-03	-7.591558e-03	1.049227e-03
41            	2.177883e-02	1.456488e-02	7.213951e-03	9.826579e-03	-2.525660e-02	3.508318e-02	-3.016989e-02	3.675463e-03	-4.333583e-03	-6.516342e-03	-7.591754e-03	1.075412e-03
42            	2.304698e-02	1.954228e-02	3.504703e-03	2.011064e-02	-2.481071e-02	4.492135e-02	-3.486603e-02	8.018790e-03	-5.117677e-03	-6.537424e-03	-8.386389e-03	1.848965e-03
43            	2.487122e-02	2.490918e-02	-3.796237e-05	3.204743e-02	-2.374808e-02	5.579552e-02	-3.977180e-02	1.247357e-02	-5.974402e-03	-6.597930e-03	-9.273367e-03	2.675437e-03
44            	2.594515e-02	2.821099e-02	-2.265848e-03	4.080888e-02	-2.157933e-02	6.238821e-02	-4.198377e-02	1.523842e-02	-6.358273e-03	-6.657813e-03	-9.687180e-03	3.029367e-03
45            	2.602703e-02	2.925683e-02	-3.229806e-03	4.599715e-02	-1.876994e-02	6.476709e-02	-4.176852e-02	1.624332e-02	-6.266780e-03	-6.690772e-03	-9.612166e-03	2.921394e-03
46            	2.576737e-02	2.952081e-02	-3.753440e-03	5.038891e-02	-1.609360e-02	6.648250e-02	-4.128805e-02	1.663713e-02	-6.060238e-03	-6.697478e-03	-9.408977e-03	2.711499e-03
47            	2.589253e-02	3.041307e-02	-4.520549e-03	5.647879e-02	-1.393226e-02	7.041105e-02	-4.217165e-02	1.746681e-02	-6.055249e-03	-6.694751e-03	-9.402624e-03	2.707873e-03
48            	2.661271e-02	3.225051e-02	-5.637806e-03	6.471785e-02	-1.207166e-02	7.678951e-02	-4.443058e-02	1.894416e-02	-6.290019e-03	-6.700125e-03	-9.640082e-03	2.939957e-03
49            	2.757613e-02	3.422898e-02	-6.652846e-03	7.337012e-02	-1.012987e-02	8.349999e-02	-4.681493e-02	2.044091e-02	-6.570337e-03	-6.717776e-03	-9.929225e-03	3.211449e-03
50            	2.832265e-02	3.548414e-02	-7.161498e-03	8.069202e-02	-7.930117e-03	8.862214e-02	-4.827613e-02	2.132282e-02	-6.702312e-03	-6.739998e-03	-1.007231e-02	3.332314e-03
51            	2.870377e-02	3.590437e-02	-7.200600e-03	8.642030e-02	-5.605482e-03	9.202579e-02	-4.881563e-02	2.155249e-02	-6.664660e-03	-6.757764e-03	-1.004354e-02	3.285778e-03
52            	2.888928e-02	3.597214e-02	-7.082862e-03	9.143074e-02	-3.403644e-03	9.483439e-02	-4.911902e-02	2.152750e-02	-6.566949e-03	-6.769242e-03	-9.951570e-03	3.182328e-03
53            	2.911622e-02	3.616639e-02	-7.050172e-03	9.646930e-02	-1.483325e-03	9.795262e-02	-4.971797e-02	2.160828e-02	-6.520258e-03	-6.777649e-03	-9.909082e-03	3.131433e-03
54            	2.948670e-02	3.662262e-02	-7.135911e-03	1.017162e-01	2.102526e-04	1.015060e-01	-5.064785e-02	2.187926e-02	-6.549658e-03	-6.786256e-03	-9.942786e-03	3.156530e-03
55            	2.992862e-02	3.714644e-02	-7.217817e-03	1.067972e-01	1.822154e-03	1.049751e-01	-5.157646e-02	2.218213e-02	-6.603442e-03	-6.796058e-03	-1.000147e-02	3.205413e-03
56            	3.029568e-02	3.744775e-02	-7.152061e-03	1.111737e-01	3.418135e-03	1.077556e-01	-5.216873e-02	2.229990e-02	-6.615394e-03	-6.803643e-03	-1.001722e-02	3.213573e-03
57            	3.055315e-02	3.753262e-02	-6.979471e-03	1.151093e-01	5.030877e-03	1.100784e-01	-5.252375e-02	2.225605e-02	-6.576475e-03	-6.808151e-03	-9.980551e-03	3.172400e-03
58            	3.073017e-02	3.750073e-02	-6.770559e-03	1.188673e-01	6.594422e-03	1.122729e-01	-5.283923e-02	2.213565e-02	-6.507596e-03	-6.809293e-03	-9.912243e-03	3.102949e-03
59            	3.087765e-02	3.743297e-02	-6.555318e-03	1.222919e-01	7.969841e-03	1.143221e-01	-5.317611e-02	2.199414e-02	-6.443796e-03	-6.807218e-03	-9.847405e-03	3.040187e-03
60            	3.104300e-02	3.739590e-02	-6.352905e-03	1.254012e-01	9.158469e-03	1.162427e-01	-5.354211e-02	2.187441e-02	-6.402180e-03	-6.805344e-03	-9.804852e-03	2.999508e-03
61            	3.125160e-02	3.743737e-02	-6.185770e-03	1.285641e-01	1.029950e-02	1.182646e-01	-5.398254e-02	2.181157e-02	-6.378269e-03	-6.807861e-03	-9.782199e-03	2.974339e-03
62            	3.145033e-02	3.745205e-02	-6.001717e-03	1.315046e-01	1.139363e-02	1.201110e-01	-5.435869e-02	2.172688e-02	-6.349279e-03	-6.812655e-03	-9.755606e-03	2.942952e-03
63            	3.160694e-02	3.740070e-02	-5.793764e-03	1.341837e-01	1.243109e-02	1.217526e-01	-5.466076e-02	2.159723e-02	-6.303706e-03	-6.816399e-03	-9.711906e-03	2.895507e-03
64            	3.173137e-02	3.732347e-02	-5.592106e-03	1.367600e-01	1.340262e-02	1.233574e-01	-5.497738e-02	2.145779e-02	-6.247525e-03	-6.817081e-03	-9.656065e-03	2.838984e-03
65            	3.185523e-02	3.728365e-02	-5.428420e-03	1.393814e-01	1.430052e-02	1.250809e-01	-5.539018e-02	2.135603e-02	-6.193795e-03	-6.814632e-03	-9.601111e-03	2.786479e-03
66            	3.200351e-02	3.732436e-02	-5.320843e-03	1.420937e-01	1.512834e-02	1.269653e-01	-5.591849e-02	2.132260e-02	-6.153155e-03	-6.811375e-03	-9.558843e-03	2.747468e-03
67            	3.217498e-02	3.743977e-02	-5.264790e-03	1.448212e-01	1.589356e-02	1.289276e-01	-5.651704e-02	2.135228e-02	-6.127280e-03	-6.810351e-03	-9.532456e-03	2.722105e-03
68            	3.235689e-02	3.761336e-02	-5.256472e-03	1.475423e-01	1.661445e-02	1.309278e-01	-5.715668e-02	2.143492e-02	-6.109981e-03	-6.812902e-03	-9.516432e-03	2.703530e-03
