# Force and moment coefficients
# dragDir     : (9.961909e-01 0.000000e+00 8.719920e-02)
# sideDir     : (0.000000e+00 1.000000e+00 -0.000000e+00)
# liftDir     : (-8.719920e-02 0.000000e+00 9.961909e-01)
# rollAxis    : (9.961909e-01 0.000000e+00 8.719920e-02)
# pitchAxis   : (0.000000e+00 1.000000e+00 -0.000000e+00)
# yawAxis     : (-8.719920e-02 0.000000e+00 9.961909e-01)
# magUInf     : 3.000000e+01
# lRef        : 2.000000e-01
# Aref        : 1.200000e-01
# CofR        : (5.000000e-02 -3.000000e-01 0.000000e+00)
#
# Time        	Cd            	Cd(f)         	Cd(r)         	Cl            	Cl(f)         	Cl(r)         	CmPitch       	CmRoll        	CmYaw         	Cs            	Cs(f)         	Cs(r)         
1             	3.335859e+00	2.093556e+00	1.242304e+00	9.268134e+00	1.514517e+00	7.753617e+00	-3.119550e+00	4.256261e-01	-1.170428e-01	-6.719436e-03	-1.204025e-01	1.136830e-01
2             	2.218382e+00	1.456081e+00	7.623005e-01	7.027486e+00	1.287201e+00	5.740285e+00	-2.226542e+00	3.468904e-01	-8.581376e-02	-8.555618e-03	-9.009157e-02	8.153595e-02
3             	-1.290412e-01	-4.273111e-02	-8.631004e-02	2.132983e-01	2.191991e-01	-5.900783e-03	1.125499e-01	2.178946e-02	4.376231e-04	-9.320540e-03	-4.222647e-03	-5.097893e-03
4             	-1.632039e+00	-1.034488e+00	-5.975506e-01	-4.497670e+00	-5.840495e-01	-3.913620e+00	1.664785e+00	-2.184689e-01	6.062966e-02	-8.083556e-03	5.658788e-02	-6.467144e-02
5             	-1.464790e+00	-9.772537e-01	-4.875359e-01	-4.408852e+00	-6.710474e-01	-3.737804e+00	1.533378e+00	-2.448589e-01	6.302477e-02	-3.975637e-03	6.103696e-02	-6.501259e-02
6             	-1.846021e-01	-1.743877e-01	-1.021439e-02	-8.968743e-01	-1.927542e-01	-7.041201e-01	2.556830e-01	-8.208664e-02	1.624870e-02	8.221936e-04	1.665979e-02	-1.583760e-02
7             	8.437691e-01	5.046428e-01	3.391262e-01	2.198521e+00	3.033658e-01	1.895156e+00	-7.958948e-01	8.275831e-02	-2.694868e-02	1.820287e-03	-2.603854e-02	2.785883e-02
8             	9.234727e-01	5.918541e-01	3.316186e-01	2.653520e+00	4.469903e-01	2.206530e+00	-8.797696e-01	1.301177e-01	-3.545197e-02	-1.808938e-03	-3.635644e-02	3.454751e-02
9             	2.114034e-01	1.468868e-01	6.451652e-02	6.227313e-01	1.896769e-01	4.330544e-01	-1.216887e-01	4.118516e-02	-8.695100e-03	-6.988639e-03	-1.218942e-02	5.200780e-03
10            	-4.115608e-01	-2.691341e-01	-1.424267e-01	-1.288889e+00	-1.073853e-01	-1.181504e+00	5.370593e-01	-6.335367e-02	1.732381e-02	-8.956734e-03	1.284545e-02	-2.180218e-02
11            	-5.100042e-01	-3.501532e-01	-1.598510e-01	-1.653605e+00	-2.179019e-01	-1.435703e+00	6.089004e-01	-9.515109e-02	2.271880e-02	-6.734356e-03	1.935162e-02	-2.608598e-02
12            	-1.313673e-01	-1.074553e-01	-2.391201e-02	-5.137212e-01	-1.000834e-01	-4.136378e-01	1.567772e-01	-4.177163e-02	7.099899e-03	-2.510625e-03	5.844587e-03	-8.355211e-03
13            	2.400997e-01	1.410138e-01	9.908593e-02	6.559279e-01	6.716733e-02	5.887606e-01	-2.607966e-01	2.096393e-02	-8.938048e-03	-4.112630e-04	-9.143679e-03	8.732416e-03
14            	3.216462e-01	2.038072e-01	1.178391e-01	9.311145e-01	1.400426e-01	7.910718e-01	-3.255146e-01	4.298406e-02	-1.306456e-02	-1.732400e-03	-1.393076e-02	1.219836e-02
15            	1.188938e-01	7.346794e-02	4.542588e-02	2.854084e-01	8.031255e-02	2.050958e-01	-6.239164e-02	1.402103e-02	-4.143063e-03	-4.897995e-03	-6.592060e-03	1.694065e-03
16            	-9.173803e-02	-6.754276e-02	-2.419528e-02	-3.950291e-01	-1.389542e-02	-3.811337e-01	1.836191e-01	-2.167374e-02	5.308840e-03	-6.735375e-03	1.941152e-03	-8.676527e-03
17            	-1.479329e-01	-1.086669e-01	-3.926597e-02	-5.734664e-01	-6.371528e-02	-5.097511e-01	2.230179e-01	-3.470046e-02	7.967446e-03	-5.984985e-03	4.974953e-03	-1.095994e-02
18            	-4.524910e-02	-4.242714e-02	-2.821962e-03	-2.338241e-01	-4.517292e-02	-1.886512e-01	7.173912e-02	-1.980259e-02	3.323429e-03	-3.821662e-03	1.412598e-03	-5.234260e-03
19            	7.534258e-02	3.762651e-02	3.771608e-02	1.546765e-01	-1.950445e-03	1.566269e-01	-7.928868e-02	-4.478555e-05	-2.179714e-03	-2.491623e-03	-3.425525e-03	9.339026e-04
20            	1.096310e-01	6.155132e-02	4.807970e-02	2.455774e-01	1.904214e-02	2.265353e-01	-1.037466e-01	6.735812e-03	-3.887325e-03	-2.896955e-03	-5.335803e-03	2.438848e-03
21            	5.949224e-02	2.878228e-02	3.070996e-02	5.564351e-02	5.261855e-03	5.038166e-02	-2.255990e-02	-9.638375e-04	-1.738840e-03	-4.268947e-03	-3.873313e-03	-3.956333e-04
22            	-5.438507e-03	-1.550783e-02	1.006932e-02	-1.709531e-01	-2.418224e-02	-1.467708e-01	6.129429e-02	-1.278858e-02	1.279917e-03	-5.218540e-03	-1.329353e-03	-3.889187e-03
23            	-2.700030e-02	-3.084969e-02	3.849392e-03	-2.305484e-01	-4.208115e-02	-1.884673e-01	7.319306e-02	-1.734954e-02	2.402490e-03	-5.024286e-03	-1.096534e-04	-4.914633e-03
24            	-3.016330e-03	-1.584667e-02	1.283034e-02	-1.409515e-01	-4.435603e-02	-9.659549e-02	2.611973e-02	-1.433850e-02	1.435960e-03	-4.200513e-03	-6.642971e-04	-3.536216e-03
25            	3.124321e-02	6.832358e-03	2.441085e-02	-3.003561e-02	-3.871711e-02	8.681497e-03	-2.369930e-02	-8.789248e-03	-1.529999e-04	-3.599611e-03	-1.952805e-03	-1.646806e-03
26            	4.376772e-02	1.610233e-02	2.766540e-02	3.040621e-03	-3.386676e-02	3.690738e-02	-3.538707e-02	-5.781535e-03	-8.447873e-04	-3.650582e-03	-2.670078e-03	-9.805038e-04
27            	3.120314e-02	8.888915e-03	2.231423e-02	-4.476773e-02	-3.604668e-02	-8.721043e-03	-1.366282e-02	-6.712655e-03	-3.619941e-04	-4.136971e-03	-2.430479e-03	-1.706491e-03
28            	1.159045e-02	-3.818767e-03	1.540922e-02	-1.094753e-01	-4.411441e-02	-6.536084e-02	1.062322e-02	-9.613993e-03	5.835389e-04	-4.520118e-03	-1.676520e-03	-2.843598e-03
29            	3.118644e-03	-9.591876e-03	1.271052e-02	-1.306473e-01	-5.144527e-02	-7.920200e-02	1.387837e-02	-1.115120e-02	1.073978e-03	-4.511289e-03	-1.181667e-03	-3.329622e-03
30            	8.385356e-03	-6.157872e-03	1.454323e-02	-1.047928e-01	-5.393517e-02	-5.085767e-02	-1.538749e-03	-1.035055e-02	8.943360e-04	-4.226502e-03	-1.218915e-03	-3.007587e-03
31            	1.821756e-02	9.995138e-04	1.721805e-02	-6.580775e-02	-5.135556e-02	-1.445219e-02	-1.845168e-02	-8.109266e-03	3.914574e-04	-3.993356e-03	-1.605221e-03	-2.388135e-03
32            	2.268816e-02	4.943150e-03	1.774501e-02	-4.767643e-02	-4.718874e-02	-4.876961e-04	-2.335052e-02	-6.400932e-03	8.873251e-05	-3.992947e-03	-1.907741e-03	-2.085206e-03
33            	2.005059e-02	4.111074e-03	1.593951e-02	-5.327938e-02	-4.414732e-02	-9.132060e-03	-1.750763e-02	-5.914218e-03	1.364464e-04	-4.159159e-03	-1.943133e-03	-2.216026e-03
34            	1.495157e-02	1.252105e-03	1.369947e-02	-6.495424e-02	-4.291471e-02	-2.203953e-02	-1.043759e-02	-6.223682e-03	3.635960e-04	-4.302030e-03	-1.787419e-03	-2.514611e-03
35            	1.263203e-02	-2.661629e-05	1.265864e-02	-6.506628e-02	-4.204989e-02	-2.301639e-02	-9.516751e-03	-6.342629e-03	4.947649e-04	-4.307944e-03	-1.659207e-03	-2.648737e-03
36            	1.442299e-02	1.541744e-03	1.288125e-02	-5.062856e-02	-3.983785e-02	-1.079070e-02	-1.452357e-02	-5.669753e-03	4.085758e-04	-4.213041e-03	-1.697945e-03	-2.515096e-03
37            	1.798293e-02	4.611090e-03	1.337184e-02	-3.117069e-02	-3.581899e-02	4.648305e-03	-2.023365e-02	-4.380376e-03	1.856065e-04	-4.131917e-03	-1.880352e-03	-2.251565e-03
38            	2.029731e-02	6.980145e-03	1.331716e-02	-1.753059e-02	-3.102697e-02	1.349638e-02	-2.226168e-02	-3.168509e-03	-1.553877e-06	-4.134462e-03	-2.068785e-03	-2.065677e-03
39            	2.039655e-02	7.740597e-03	1.265596e-02	-1.227234e-02	-2.671132e-02	1.443898e-02	-2.057515e-02	-2.457680e-03	-6.230726e-05	-4.198319e-03	-2.161467e-03	-2.036852e-03
40            	1.943214e-02	7.549915e-03	1.188223e-02	-1.060385e-02	-2.342542e-02	1.282156e-02	-1.812349e-02	-2.166157e-03	-3.623634e-05	-4.251928e-03	-2.162200e-03	-2.089727e-03
41            	1.892351e-02	7.552267e-03	1.137124e-02	-6.779576e-03	-2.071636e-02	1.393678e-02	-1.732657e-02	-1.909486e-03	-1.445535e-05	-4.254619e-03	-2.141765e-03	-2.112854e-03
42            	1.957776e-02	8.395292e-03	1.118247e-02	1.180690e-03	-1.789543e-02	1.907612e-02	-1.848578e-02	-1.393590e-03	-6.135642e-05	-4.214035e-03	-2.168374e-03	-2.045661e-03
43            	2.097241e-02	9.916569e-03	1.105584e-02	1.141020e-02	-1.452199e-02	2.593219e-02	-2.022709e-02	-5.696377e-04	-1.762100e-04	-4.173058e-03	-2.262739e-03	-1.910319e-03
44            	2.213686e-02	1.138346e-02	1.075340e-02	2.011880e-02	-1.096883e-02	3.108763e-02	-2.102823e-02	3.150279e-04	-2.967727e-04	-4.165849e-03	-2.379697e-03	-1.786152e-03
45            	2.260446e-02	1.236914e-02	1.023531e-02	2.596613e-02	-7.708300e-03	3.367443e-02	-2.069137e-02	1.066915e-03	-3.783278e-04	-4.188089e-03	-2.472372e-03	-1.715717e-03
46            	2.260716e-02	1.297152e-02	9.635641e-03	3.024482e-02	-4.940757e-03	3.518558e-02	-2.006317e-02	1.667939e-03	-4.196298e-04	-4.210225e-03	-2.524742e-03	-1.685483e-03
47            	2.264917e-02	1.354518e-02	9.103998e-03	3.489280e-02	-2.525238e-03	3.741804e-02	-1.997164e-02	2.220589e-03	-4.485342e-04	-4.208181e-03	-2.552625e-03	-1.655556e-03
48            	2.303145e-02	1.437004e-02	8.661413e-03	4.089381e-02	-1.390942e-04	4.103290e-02	-2.058600e-02	2.854314e-03	-4.956951e-04	-4.182634e-03	-2.587012e-03	-1.595622e-03
49            	2.364551e-02	1.536123e-02	8.284286e-03	4.731636e-02	2.283949e-03	4.503241e-02	-2.137423e-02	3.538471e-03	-5.625769e-04	-4.151679e-03	-2.638417e-03	-1.513263e-03
50            	2.426215e-02	1.640148e-02	7.860670e-03	5.345077e-02	4.792390e-03	4.865838e-02	-2.193300e-02	4.270404e-03	-6.410907e-04	-4.131149e-03	-2.706665e-03	-1.424484e-03
51            	2.463451e-02	1.721179e-02	7.422722e-03	5.825980e-02	7.103531e-03	5.115627e-02	-2.202637e-02	4.894532e-03	-7.028719e-04	-4.123935e-03	-2.764839e-03	-1.359095e-03
52            	2.478836e-02	1.778758e-02	7.000779e-03	6.214324e-02	9.156797e-03	5.298644e-02	-2.191482e-02	5.393400e-03	-7.404671e-04	-4.120659e-03	-2.800797e-03	-1.319863e-03
53            	2.488401e-02	1.823484e-02	6.649168e-03	6.572440e-02	1.095968e-02	5.476471e-02	-2.190251e-02	5.792835e-03	-7.616932e-04	-4.111341e-03	-2.817364e-03	-1.293977e-03
54            	2.507384e-02	1.873011e-02	6.343738e-03	6.974403e-02	1.271879e-02	5.702525e-02	-2.215323e-02	6.193184e-03	-7.829343e-04	-4.093637e-03	-2.829753e-03	-1.263884e-03
55            	2.538775e-02	1.934073e-02	6.047020e-03	7.425303e-02	1.453351e-02	5.971953e-02	-2.259301e-02	6.646854e-03	-8.136280e-04	-4.071263e-03	-2.849260e-03	-1.222004e-03
56            	2.571300e-02	1.994008e-02	5.772917e-03	7.837758e-02	1.623013e-02	6.214745e-02	-2.295866e-02	7.083584e-03	-8.486542e-04	-4.050396e-03	-2.873852e-03	-1.176544e-03
57            	2.599599e-02	2.049699e-02	5.498999e-03	8.209107e-02	1.781302e-02	6.427805e-02	-2.323252e-02	7.498995e-03	-8.834732e-04	-4.032692e-03	-2.899819e-03	-1.132873e-03
58            	2.623551e-02	2.101059e-02	5.224920e-03	8.562148e-02	1.930293e-02	6.631855e-02	-2.350781e-02	7.892837e-03	-9.149651e-04	-4.016605e-03	-2.923268e-03	-1.093338e-03
59            	2.645484e-02	2.147620e-02	4.978643e-03	8.902131e-02	2.065931e-02	6.836200e-02	-2.385135e-02	8.248778e-03	-9.421939e-04	-4.000043e-03	-2.942216e-03	-1.057828e-03
60            	2.670018e-02	2.196074e-02	4.739435e-03	9.255482e-02	2.195406e-02	7.060076e-02	-2.432335e-02	8.610654e-03	-9.708096e-04	-3.982725e-03	-2.962172e-03	-1.020553e-03
61            	2.696842e-02	2.247842e-02	4.489998e-03	9.612220e-02	2.319322e-02	7.292898e-02	-2.486788e-02	8.994210e-03	-1.002065e-03	-3.966002e-03	-2.985066e-03	-9.809361e-04
62            	2.723193e-02	2.301330e-02	4.218626e-03	9.957776e-02	2.437183e-02	7.520593e-02	-2.541705e-02	9.397337e-03	-1.034152e-03	-3.950456e-03	-3.009380e-03	-9.410761e-04
63            	2.746716e-02	2.353207e-02	3.935093e-03	1.028215e-01	2.547294e-02	7.734854e-02	-2.593780e-02	9.798489e-03	-1.064356e-03	-3.935438e-03	-3.032075e-03	-9.033627e-04
64            	2.768380e-02	2.404372e-02	3.640076e-03	1.059943e-01	2.652683e-02	7.946743e-02	-2.647030e-02	1.020182e-02	-1.092879e-03	-3.919640e-03	-3.052699e-03	-8.669412e-04
65            	2.789599e-02	2.454636e-02	3.349632e-03	1.091502e-01	2.754057e-02	8.160963e-02	-2.703453e-02	1.059836e-02	-1.119443e-03	-3.902408e-03	-3.070647e-03	-8.317609e-04
66            	2.811352e-02	2.503944e-02	3.074079e-03	1.122597e-01	2.850905e-02	8.375069e-02	-2.762082e-02	1.098268e-02	-1.145063e-03	-3.884428e-03	-3.087277e-03	-7.971507e-04
67            	2.833550e-02	2.551593e-02	2.819569e-03	1.152181e-01	2.941473e-02	8.580335e-02	-2.819431e-02	1.134818e-02	-1.170216e-03	-3.867335e-03	-3.103884e-03	-7.634518e-04
68            	2.856952e-02	2.601150e-02	2.558023e-03	1.181315e-01	3.029811e-02	8.783336e-02	-2.876763e-02	1.172674e-02	-1.197512e-03	-3.852182e-03	-3.123603e-03	-7.285794e-04
69            	2.880093e-02	2.650903e-02	2.291893e-03	1.209014e-01	3.113453e-02	8.976687e-02	-2.931617e-02	1.210857e-02	-1.225963e-03	-3.839568e-03	-3.145747e-03	-6.938203e-04
70            	2.903152e-02	2.701480e-02	2.016717e-03	1.236052e-01	3.194632e-02	9.165892e-02	-2.985630e-02	1.249904e-02	-1.255276e-03	-3.828422e-03	-3.169487e-03	-6.589348e-04
71            	2.925572e-02	2.750679e-02	1.748935e-03	1.262050e-01	3.272346e-02	9.348151e-02	-3.037903e-02	1.287893e-02	-1.282897e-03	-3.817520e-03	-3.191656e-03	-6.258632e-04
72            	2.947475e-02	2.798032e-02	1.494437e-03	1.287076e-01	3.347393e-02	9.523368e-02	-3.087987e-02	1.324294e-02	-1.308322e-03	-3.806470e-03	-3.211557e-03	-5.949131e-04
73            	2.968829e-02	2.843538e-02	1.252905e-03	1.311049e-01	3.420400e-02	9.690092e-02	-3.134846e-02	1.359124e-02	-1.331549e-03	-3.795219e-03	-3.229159e-03	-5.660601e-04
74            	2.989706e-02	2.888609e-02	1.010971e-03	1.334210e-01	3.493143e-02	9.848959e-02	-3.177908e-02	1.393756e-02	-1.354770e-03	-3.784345e-03	-3.246942e-03	-5.374028e-04
75            	3.009891e-02	2.933007e-02	7.688464e-04	1.356562e-01	3.565526e-02	1.000009e-01	-3.217283e-02	1.428061e-02	-1.378734e-03	-3.774325e-03	-3.265897e-03	-5.084282e-04
76            	3.029464e-02	2.977121e-02	5.234332e-04	1.378530e-01	3.638553e-02	1.014675e-01	-3.254097e-02	1.462389e-02	-1.402945e-03	-3.765718e-03	-3.285803e-03	-4.799141e-04
77            	3.047199e-02	3.018389e-02	2.880943e-04	1.399222e-01	3.709697e-02	1.028252e-01	-3.286412e-02	1.494790e-02	-1.424652e-03	-3.758281e-03	-3.303793e-03	-4.544885e-04
78            	3.063022e-02	3.056357e-02	6.664343e-05	1.418449e-01	3.778569e-02	1.040592e-01	-3.313678e-02	1.524846e-02	-1.443835e-03	-3.751866e-03	-3.319768e-03	-4.320978e-04
79            	3.077077e-02	3.091632e-02	-1.455513e-04	1.436325e-01	3.845936e-02	1.051732e-01	-3.335692e-02	1.553094e-02	-1.460911e-03	-3.746176e-03	-3.333999e-03	-4.121769e-04
80            	3.089501e-02	3.125574e-02	-3.607225e-04	1.453010e-01	3.912470e-02	1.061763e-01	-3.352580e-02	1.580823e-02	-1.477308e-03	-3.741005e-03	-3.347811e-03	-3.931940e-04
81            	3.100596e-02	3.158778e-02	-5.818193e-04	1.468638e-01	3.977998e-02	1.070838e-01	-3.365190e-02	1.608480e-02	-1.494240e-03	-3.736226e-03	-3.362353e-03	-3.738723e-04
82            	3.110210e-02	3.189994e-02	-7.978399e-04	1.482977e-01	4.041632e-02	1.078814e-01	-3.373255e-02	1.634889e-02	-1.510310e-03	-3.731555e-03	-3.376087e-03	-3.554678e-04
83            	3.118065e-02	3.218298e-02	-1.002327e-03	1.496010e-01	4.103761e-02	1.085634e-01	-3.376290e-02	1.659265e-02	-1.523745e-03	-3.727141e-03	-3.387316e-03	-3.398253e-04
84            	3.123728e-02	3.242936e-02	-1.192086e-03	1.507566e-01	4.164549e-02	1.091111e-01	-3.373280e-02	1.681072e-02	-1.533614e-03	-3.723029e-03	-3.395128e-03	-3.279005e-04
85            	3.126700e-02	3.263656e-02	-1.369563e-03	1.517254e-01	4.223319e-02	1.094922e-01	-3.362952e-02	1.700306e-02	-1.540286e-03	-3.719319e-03	-3.399945e-03	-3.193735e-04
86            	3.127129e-02	3.281187e-02	-1.540585e-03	1.524977e-01	4.279483e-02	1.097028e-01	-3.345400e-02	1.717623e-02	-1.545625e-03	-3.716161e-03	-3.403706e-03	-3.124553e-04
87            	3.125282e-02	3.295593e-02	-1.703106e-03	1.530708e-01	4.332262e-02	1.097482e-01	-3.321278e-02	1.732952e-02	-1.549624e-03	-3.713625e-03	-3.406436e-03	-3.071888e-04
88            	3.121462e-02	3.306772e-02	-1.853105e-03	1.534626e-01	4.381888e-02	1.096437e-01	-3.291243e-02	1.746041e-02	-1.551067e-03	-3.711617e-03	-3.406876e-03	-3.047412e-04
89            	3.116016e-02	3.314957e-02	-1.989408e-03	1.537136e-01	4.429680e-02	1.094168e-01	-3.255999e-02	1.756949e-02	-1.549595e-03	-3.710029e-03	-3.404610e-03	-3.054192e-04
90            	3.109135e-02	3.320820e-02	-2.116854e-03	1.538429e-01	4.476175e-02	1.090812e-01	-3.215970e-02	1.766253e-02	-1.546487e-03	-3.708748e-03	-3.400860e-03	-3.078874e-04
91            	3.100969e-02	3.324603e-02	-2.236344e-03	1.538547e-01	4.520980e-02	1.086449e-01	-3.171755e-02	1.774119e-02	-1.542692e-03	-3.707703e-03	-3.396543e-03	-3.111597e-04
92            	3.091531e-02	3.325958e-02	-2.344273e-03	1.537432e-01	4.563413e-02	1.081091e-01	-3.123748e-02	1.780193e-02	-1.537768e-03	-3.706972e-03	-3.391254e-03	-3.157185e-04
93            	3.080940e-02	3.324912e-02	-2.439717e-03	1.535182e-01	4.603451e-02	1.074837e-01	-3.072460e-02	1.784442e-02	-1.531178e-03	-3.706682e-03	-3.384519e-03	-3.221633e-04
94            	3.069549e-02	3.321931e-02	-2.523822e-03	1.532060e-01	4.641551e-02	1.067904e-01	-3.018746e-02	1.787157e-02	-1.523101e-03	-3.706851e-03	-3.376527e-03	-3.303242e-04
95            	3.057910e-02	3.318139e-02	-2.602293e-03	1.528481e-01	4.678342e-02	1.060646e-01	-2.964061e-02	1.789184e-02	-1.514831e-03	-3.707433e-03	-3.368547e-03	-3.388855e-04
96            	3.046378e-02	3.313858e-02	-2.674797e-03	1.524723e-01	4.714237e-02	1.053300e-01	-2.909381e-02	1.790669e-02	-1.506764e-03	-3.708390e-03	-3.360959e-03	-3.474316e-04
97            	3.035121e-02	3.309202e-02	-2.740816e-03	1.520889e-01	4.749377e-02	1.045952e-01	-2.855070e-02	1.791642e-02	-1.499013e-03	-3.709719e-03	-3.353873e-03	-3.558464e-04
98            	3.024234e-02	3.304148e-02	-2.799144e-03	1.517009e-01	4.783607e-02	1.038649e-01	-2.801441e-02	1.792031e-02	-1.491181e-03	-3.711442e-03	-3.346902e-03	-3.645404e-04
99            	3.013765e-02	3.298870e-02	-2.851053e-03	1.513169e-01	4.816747e-02	1.031494e-01	-2.749097e-02	1.791988e-02	-1.482956e-03	-3.713565e-03	-3.339738e-03	-3.738270e-04
100           	3.003975e-02	3.293818e-02	-2.898433e-03	1.509563e-01	4.848775e-02	1.024686e-01	-2.699040e-02	1.791831e-02	-1.475170e-03	-3.716044e-03	-3.333192e-03	-3.828514e-04
101           	2.995113e-02	3.289176e-02	-2.940632e-03	1.506336e-01	4.879899e-02	1.018346e-01	-2.651781e-02	1.791620e-02	-1.467986e-03	-3.718852e-03	-3.327412e-03	-3.914401e-04
102           	2.987132e-02	3.284855e-02	-2.977228e-03	1.503527e-01	4.910446e-02	1.012482e-01	-2.607187e-02	1.791289e-02	-1.460671e-03	-3.721985e-03	-3.321664e-03	-4.003214e-04
103           	2.979876e-02	3.280861e-02	-3.009858e-03	1.501147e-01	4.940600e-02	1.007087e-01	-2.565133e-02	1.790924e-02	-1.453037e-03	-3.725449e-03	-3.315761e-03	-4.096874e-04
104           	2.973304e-02	3.277532e-02	-3.042284e-03	1.499239e-01	4.970295e-02	1.002210e-01	-2.525902e-02	1.790880e-02	-1.445806e-03	-3.729233e-03	-3.310422e-03	-4.188104e-04
105           	2.967423e-02	3.274876e-02	-3.074528e-03	1.497823e-01	4.999323e-02	9.978904e-02	-2.489790e-02	1.791164e-02	-1.439330e-03	-3.733336e-03	-3.305998e-03	-4.273382e-04
106           	2.962956e-02	3.273400e-02	-3.104436e-03	1.498595e-01	5.026753e-02	9.959193e-02	-2.466220e-02	1.791922e-02	-1.431045e-03	-3.737669e-03	-3.299879e-03	-4.377898e-04
107           	2.957531e-02	3.270879e-02	-3.133485e-03	1.498961e-01	5.054942e-02	9.934673e-02	-2.439866e-02	1.792114e-02	-1.421334e-03	-3.742270e-03	-3.292468e-03	-4.498011e-04
108           	2.950747e-02	3.266889e-02	-3.161411e-03	1.498015e-01	5.083902e-02	9.896252e-02	-2.406175e-02	1.791515e-02	-1.411518e-03	-3.747064e-03	-3.285050e-03	-4.620133e-04
109           	2.943624e-02	3.262580e-02	-3.189556e-03	1.496616e-01	5.112094e-02	9.854070e-02	-2.370988e-02	1.790768e-02	-1.402451e-03	-3.751992e-03	-3.278447e-03	-4.735449e-04
110           	2.936983e-02	3.258930e-02	-3.219475e-03	1.495912e-01	5.138330e-02	9.820785e-02	-2.341227e-02	1.790439e-02	-1.393738e-03	-3.756993e-03	-3.272235e-03	-4.847584e-04
111           	2.930827e-02	3.256142e-02	-3.253153e-03	1.496242e-01	5.162790e-02	9.799628e-02	-2.318419e-02	1.790729e-02	-1.384764e-03	-3.762019e-03	-3.265774e-03	-4.962452e-04
112           	2.924756e-02	3.254000e-02	-3.292446e-03	1.497173e-01	5.186227e-02	9.785500e-02	-2.299637e-02	1.791622e-02	-1.375692e-03	-3.767052e-03	-3.259218e-03	-5.078335e-04
113           	2.918665e-02	3.252440e-02	-3.337750e-03	1.498186e-01	5.208928e-02	9.772935e-02	-2.282003e-02	1.793108e-02	-1.367757e-03	-3.772074e-03	-3.253794e-03	-5.182798e-04
114           	2.912842e-02	3.251345e-02	-3.385029e-03	1.499098e-01	5.230510e-02	9.760474e-02	-2.264982e-02	1.794924e-02	-1.361733e-03	-3.777080e-03	-3.250273e-03	-5.268071e-04
115           	2.907497e-02	3.250329e-02	-3.428315e-03	1.499939e-01	5.250397e-02	9.748988e-02	-2.249295e-02	1.796580e-02	-1.357101e-03	-3.782077e-03	-3.248140e-03	-5.339370e-04
116           	2.902633e-02	3.249180e-02	-3.465464e-03	1.500784e-01	5.268361e-02	9.739484e-02	-2.235561e-02	1.797863e-02	-1.352963e-03	-3.787062e-03	-3.246494e-03	-5.405681e-04
117           	2.898206e-02	3.247991e-02	-3.497854e-03	1.501641e-01	5.284514e-02	9.731895e-02	-2.223690e-02	1.798888e-02	-1.348889e-03	-3.792028e-03	-3.244903e-03	-5.471251e-04
118           	2.896938e-02	3.250323e-02	-3.533860e-03	1.504076e-01	5.299807e-02	9.740951e-02	-2.220572e-02	1.801855e-02	-1.348540e-03	-3.796576e-03	-3.246828e-03	-5.497483e-04
119           	2.896044e-02	3.253328e-02	-3.572833e-03	1.506525e-01	5.313701e-02	9.751547e-02	-2.218923e-02	1.805305e-02	-1.348608e-03	-3.801135e-03	-3.249176e-03	-5.519596e-04
120           	2.893494e-02	3.254642e-02	-3.611471e-03	1.507873e-01	5.326137e-02	9.752597e-02	-2.213230e-02	1.807894e-02	-1.346543e-03	-3.805915e-03	-3.249500e-03	-5.564150e-04
121           	2.889415e-02	3.253895e-02	-3.644800e-03	1.508186e-01	5.337026e-02	9.744837e-02	-2.203906e-02	1.809188e-02	-1.342277e-03	-3.810800e-03	-3.247677e-03	-5.631232e-04
122           	2.885405e-02	3.252507e-02	-3.671029e-03	1.508281e-01	5.346207e-02	9.736600e-02	-2.195197e-02	1.809805e-02	-1.337858e-03	-3.815504e-03	-3.245610e-03	-5.698937e-04
123           	2.882765e-02	3.252022e-02	-3.692573e-03	1.508795e-01	5.353805e-02	9.734142e-02	-2.190168e-02	1.810640e-02	-1.335067e-03	-3.819933e-03	-3.245033e-03	-5.748997e-04
124           	2.881476e-02	3.252832e-02	-3.713566e-03	1.509690e-01	5.360228e-02	9.736674e-02	-2.188223e-02	1.812094e-02	-1.333993e-03	-3.824224e-03	-3.246105e-03	-5.781190e-04
125           	2.880570e-02	3.254354e-02	-3.737842e-03	1.510568e-01	5.365967e-02	9.739716e-02	-2.186874e-02	1.814069e-02	-1.333381e-03	-3.828508e-03	-3.247635e-03	-5.808724e-04
126           	2.879237e-02	3.255763e-02	-3.765263e-03	1.511109e-01	5.370970e-02	9.740118e-02	-2.184574e-02	1.816145e-02	-1.332046e-03	-3.832875e-03	-3.248484e-03	-5.843915e-04
127           	2.877357e-02	3.256926e-02	-3.795686e-03	1.511412e-01	5.375054e-02	9.739063e-02	-2.182004e-02	1.818247e-02	-1.330073e-03	-3.837149e-03	-3.248648e-03	-5.885015e-04
128           	2.875512e-02	3.258303e-02	-3.827909e-03	1.511801e-01	5.377988e-02	9.740021e-02	-2.181016e-02	1.820547e-02	-1.328455e-03	-3.841220e-03	-3.249065e-03	-5.921548e-04
129           	2.874333e-02	3.260521e-02	-3.861887e-03	1.512557e-01	5.379863e-02	9.745706e-02	-2.182922e-02	1.823355e-02	-1.328130e-03	-3.845100e-03	-3.250680e-03	-5.944200e-04
